,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Daylight,CodeSum_BR,CodeSum_DZ,CodeSum_DZ BR,CodeSum_RA,CodeSum_RA BR,CodeSum_RA DZ,CodeSum_RA DZ BR,CodeSum_TS,CodeSum_TS BR,CodeSum_TS RA,CodeSum_TS RA BR
1132,2010-05-15,61,43,52,-6,42,48,13,0,0.0,29.53,30.26,4.1,4,5.8,1472,0,0,0,0,0,0,0,0,0,0,0
1134,2010-05-16,66,41,54,-5,43,49,11,0,0.0,29.44,30.18,9.7,5,10.1,1474,0,0,0,0,0,0,0,0,0,0,0
1136,2010-05-17,58,50,54,-5,42,48,11,0,0.01,29.29,30.04,9.6,3,9.8,1476,0,0,0,1,0,0,0,0,0,0,0
1138,2010-05-18,65,46,56,-4,40,48,9,0,0.0,29.26,29.99,9.1,3,9.8,1478,0,0,0,0,0,0,0,0,0,0,0
1140,2010-05-19,74,44,59,-1,39,51,6,0,0.0,29.31,30.02,5.7,4,6.4,1480,0,0,0,0,0,0,0,0,0,0,0
1142,2010-05-20,74,47,61,0,49,55,4,0,0.05,29.29,30.02,6.8,13,7.8,1482,0,0,0,1,0,0,0,0,0,0,0
1144,2010-05-21,73,56,65,4,58,60,0,0,0.21,29.15,29.88,4.6,10,6.3,1484,0,0,0,0,0,0,1,0,0,0,0
1146,2010-05-22,74,58,66,5,59,61,0,1,0.0,29.23,29.94,3.4,12,5.4,1486,1,0,0,0,0,0,0,0,0,0,0
1148,2010-05-23,89,62,76,15,66,69,0,11,0.0,29.26,29.97,9.8,18,10.0,1487,0,0,0,0,0,0,0,0,0,0,0
1150,2010-05-24,91,70,81,19,67,72,0,16,0.0,29.33,30.03,6.6,14,8.2,1489,0,0,0,0,0,0,0,0,0,0,0
1152,2010-05-25,88,69,79,17,62,68,0,14,0.0,29.33,30.04,5.1,13,7.8,1491,0,0,0,0,0,0,0,0,0,0,0
1154,2010-05-26,87,66,77,15,63,68,0,12,0.0,29.29,30.0,3.1,3,4.5,1493,0,0,0,0,0,0,0,0,0,0,0
1156,2010-05-27,77,61,69,7,50,59,0,4,0.0,29.31,30.03,10.4,3,10.7,1494,0,0,0,0,0,0,0,0,0,0,0
1158,2010-05-28,79,57,68,5,50,58,0,3,0.0,29.28,30.01,7.8,3,8.4,1495,0,0,0,0,0,0,0,0,0,0,0
1160,2010-05-29,86,59,73,9,57,63,0,8,0.0,29.23,29.95,5.0,5,5.8,1496,0,0,0,0,0,0,0,0,0,0,0
1162,2010-05-30,91,61,76,12,59,66,0,11,0.0,29.16,29.88,4.6,18,5.9,1498,0,0,0,0,0,0,0,0,0,0,0
1164,2010-05-31,81,66,74,10,64,67,0,9,0.26,29.15,29.86,0.6,24,4.7,1499,0,0,0,0,1,0,0,0,0,0,0
1166,2010-06-01,85,63,74,10,62,67,0,9,0.0,29.1,29.84,5.1,19,6.0,1501,1,0,0,0,0,0,0,0,0,0,0
1168,2010-06-02,77,57,67,3,61,64,0,2,1.02,29.0,29.71,3.6,34,8.7,1501,0,0,0,0,1,0,0,0,0,0,0
1170,2010-06-03,71,56,64,0,46,55,1,0,0.0,29.1,29.81,6.7,4,7.8,1503,0,0,0,0,0,0,0,0,0,0,0
1172,2010-06-04,83,57,70,6,60,65,0,5,0.0,29.0,29.73,7.8,22,9.8,1504,0,0,0,0,0,0,0,0,0,0,0
1174,2010-06-05,79,60,70,5,65,67,0,5,0.15,28.95,29.66,5.0,23,7.8,1506,0,0,0,0,1,0,0,0,0,0,0
1176,2010-06-06,76,55,66,0,55,59,0,1,0.0,29.16,29.84,9.2,32,11.2,1506,0,0,0,1,0,0,0,0,0,0,0
1178,2010-06-07,70,54,62,-4,49,55,3,0,0.0,29.34,30.05,6.4,8,6.9,1507,0,0,0,0,0,0,0,0,0,0,0
1180,2010-06-08,67,58,63,-3,57,59,2,0,0.45,29.22,29.97,8.8,13,10.1,1508,0,0,0,0,1,0,0,0,0,0,0
1182,2010-06-09,83,65,74,8,56,63,0,9,0.0,29.13,29.84,10.2,28,10.8,1509,1,0,0,0,0,0,0,0,0,0,0
1184,2010-06-10,77,58,68,1,54,60,0,3,0.0,29.26,29.96,4.8,7,6.7,1510,0,0,0,0,0,0,0,0,0,0,0
1186,2010-06-11,89,64,77,10,67,71,0,12,0.02,29.18,29.89,8.8,19,10.5,1510,0,0,0,0,0,0,0,0,0,1,0
1188,2010-06-12,77,62,70,2,63,65,0,5,0.34,29.25,29.96,3.9,4,8.1,1511,0,0,0,0,1,0,0,0,0,0,0
1190,2010-06-13,71,62,67,-1,62,64,0,2,0.25,29.26,29.98,3.5,9,5.0,1511,0,0,0,0,1,0,0,0,0,0,0
1192,2010-06-14,70,60,65,-3,61,62,0,0,0.0,29.23,29.94,6.2,4,6.6,1512,0,0,0,0,1,0,0,0,0,0,0
1194,2010-06-15,79,60,70,2,66,67,0,5,0.59,29.16,29.89,2.2,19,5.5,1512,0,0,0,0,1,0,0,0,0,0,0
1196,2010-06-16,82,63,73,4,61,65,0,8,0.0,29.28,29.98,5.9,28,9.0,1513,0,0,0,0,0,0,0,0,0,0,0
1198,2010-06-17,84,64,74,5,62,67,0,9,0.0,29.3,30.01,5.8,14,7.5,1513,0,0,0,0,0,0,0,0,0,0,0
1200,2010-06-18,90,67,79,9,66,69,0,14,0.87,29.18,29.92,6.8,21,10.4,1513,1,0,0,0,0,0,0,0,0,0,0
1202,2010-06-19,85,66,76,6,61,66,0,11,0.0,29.24,29.94,9.8,28,10.6,1514,0,0,0,0,0,0,0,0,0,0,0
1204,2010-06-20,81,64,73,3,61,65,0,8,0.0,29.34,30.04,3.8,8,4.7,1514,0,0,0,0,0,0,0,0,0,0,0
1206,2010-06-21,85,67,76,6,66,69,0,11,0.22,29.26,29.97,5.6,16,8.4,1514,1,0,0,0,0,0,0,0,0,0,0
1208,2010-06-22,85,69,77,7,68,71,0,12,0.0,29.28,29.98,5.9,23,6.9,1514,0,0,0,0,0,0,0,0,0,0,0
1210,2010-06-23,87,69,78,8,70,71,0,13,0.87,29.16,29.89,10.2,22,11.5,1514,0,0,0,0,0,0,0,0,0,0,1
1212,2010-06-24,84,65,75,4,60,65,0,10,0.0,29.33,30.03,5.4,32,8.7,1514,0,0,0,0,0,0,0,0,0,0,0
1214,2010-06-25,84,62,73,2,62,67,0,8,0.0,29.28,30.0,6.4,20,7.3,1514,0,0,0,0,0,0,0,0,0,0,0
1216,2010-06-26,87,69,78,7,66,70,0,13,0.85,29.1,29.83,1.0,11,6.7,1513,0,0,0,0,0,0,0,1,0,0,0
1218,2010-06-27,85,72,79,8,70,73,0,14,0.54,28.9,29.62,7.4,24,9.1,1513,0,0,0,0,0,0,0,0,0,0,0
1220,2010-06-28,82,63,73,2,59,65,0,8,0.0,29.08,29.76,9.4,31,11.3,1512,0,0,0,0,0,0,0,0,0,0,0
1222,2010-06-29,75,59,67,-4,53,59,0,2,0.0,29.41,30.09,6.2,4,7.5,1512,0,0,0,0,0,0,0,0,0,0,0
1224,2010-06-30,75,56,66,-6,50,57,0,1,0.0,29.54,30.25,3.7,4,6.0,1512,0,0,0,0,0,0,0,0,0,0,0
1226,2010-07-01,77,55,66,-6,48,57,0,1,0.0,29.59,30.33,5.0,9,5.5,1511,0,0,0,0,0,0,0,0,0,0,0
1228,2010-07-02,83,59,71,-1,53,61,0,6,0.0,29.47,30.2,7.9,19,8.1,1511,0,0,0,0,0,0,0,0,0,0,0
1230,2010-07-03,87,60,74,2,56,63,0,9,0.0,29.31,30.04,8.5,20,9.0,1510,0,0,0,0,0,0,0,0,0,0,0
1232,2010-07-04,91,68,80,8,66,71,0,15,0.0,29.2,29.91,10.2,22,10.5,1508,0,0,0,0,0,0,0,0,0,0,0
1234,2010-07-05,91,78,85,13,64,71,0,20,0.0,29.2,29.9,15.0,20,15.3,1508,0,0,0,0,0,0,0,0,0,0,0
1236,2010-07-06,90,73,82,10,69,73,0,17,0.37,29.26,29.96,8.4,22,9.0,1507,0,0,0,1,0,0,0,0,0,0,0
1238,2010-07-07,93,71,82,10,70,73,0,17,0.2,29.34,30.03,3.5,23,6.3,1507,1,0,0,0,0,0,0,0,0,0,0
1240,2010-07-08,88,73,81,8,70,73,0,16,0.16,29.27,29.99,2.7,32,5.4,1505,0,0,0,0,1,0,0,0,0,0,0
1242,2010-07-09,88,70,79,6,59,67,0,14,0.0,29.26,29.98,6.3,36,7.5,1504,0,0,0,0,0,0,0,0,0,0,0
1244,2010-07-10,89,69,79,6,61,68,0,14,0.0,29.23,29.95,6.3,28,8.0,1504,0,0,0,0,0,0,0,0,0,0,0
1246,2010-07-11,85,66,76,3,63,67,0,11,0.79,29.08,29.81,5.6,23,7.8,1502,0,0,0,0,1,0,0,0,0,0,0
1248,2010-07-12,84,65,75,2,65,68,0,10,0.0,29.05,29.76,1.7,35,3.9,1501,1,0,0,0,0,0,0,0,0,0,0
1250,2010-07-13,84,70,77,4,65,69,0,12,0.17,29.18,29.87,5.4,10,6.1,1499,0,0,0,0,0,0,0,0,0,0,0
1252,2010-07-14,90,70,80,7,71,74,0,15,0.0,29.25,29.96,9.2,17,10.1,1499,1,0,0,0,0,0,0,0,0,0,0
1254,2010-07-15,90,71,81,7,69,73,0,16,0.01,29.21,29.91,7.0,27,10.1,1497,0,0,0,0,0,0,0,0,0,0,0
1256,2010-07-16,90,67,79,5,62,68,0,14,0.0,29.23,29.95,7.4,25,8.1,1495,0,0,0,0,0,0,0,0,0,0,0
1258,2010-07-17,93,71,82,8,63,70,0,17,0.0,29.18,29.89,5.6,28,6.9,1494,0,0,0,0,0,0,0,0,0,0,0
1260,2010-07-18,92,72,82,8,69,73,0,17,0.01,29.1,29.82,7.0,25,9.7,1492,0,0,0,0,0,0,0,0,0,0,0
1262,2010-07-19,84,69,77,3,66,70,0,12,0.01,29.18,29.89,2.3,24,4.9,1490,0,0,0,1,0,0,0,0,0,0,0
1264,2010-07-20,86,68,77,3,68,70,0,12,0.0,29.21,29.92,5.4,23,7.2,1490,0,0,0,0,0,0,0,0,0,0,0
1266,2010-07-21,91,72,82,8,65,70,0,17,0.0,29.29,30.0,4.7,31,6.8,1488,0,0,0,0,0,0,0,0,0,0,0
1268,2010-07-22,90,69,80,6,71,74,0,15,0.01,29.16,29.89,10.8,20,11.9,1486,0,0,0,0,0,0,0,0,0,0,0
1270,2010-07-23,94,70,82,8,71,74,0,17,2.79,29.15,29.85,11.2,24,11.8,1484,0,0,0,0,0,0,0,0,0,0,1
1272,2010-07-24,87,69,78,4,71,73,0,13,3.64,29.16,29.86,2.6,28,8.9,1482,0,0,0,0,1,0,0,0,0,0,0
1274,2010-07-25,81,66,74,0,59,65,0,9,0.0,29.36,30.06,8.7,2,9.2,1480,0,0,0,0,0,0,0,0,0,0,0
1276,2010-07-26,84,61,73,-1,62,67,0,8,0.0,29.38,30.09,4.5,12,5.2,1479,0,0,0,0,0,0,0,0,0,0,0
1278,2010-07-27,88,68,78,4,67,71,0,13,0.0,29.28,30.01,5.6,21,6.4,1477,0,0,0,0,0,0,0,0,0,0,0
1280,2010-07-28,88,73,81,7,71,74,0,16,0.0,29.24,29.94,6.8,28,9.3,1475,1,0,0,0,0,0,0,0,0,0,0
1282,2010-07-29,82,67,75,1,58,65,0,10,0.0,29.36,30.07,6.0,5,7.0,1473,0,0,0,0,0,0,0,0,0,0,0
1284,2010-07-30,80,69,75,1,60,65,0,10,0.0,29.25,29.98,5.5,17,6.1,1471,0,0,0,1,0,0,0,0,0,0,0
1286,2010-07-31,80,65,73,-1,64,67,0,8,0.68,29.14,29.86,3.6,13,5.8,1469,0,0,0,0,0,0,0,0,0,0,1
1288,2010-08-01,86,65,76,3,65,68,0,11,0.0,29.23,29.94,2.4,13,4.1,1466,1,0,0,0,0,0,0,0,0,0,0
1290,2010-08-02,84,67,76,3,67,70,0,11,0.0,29.26,29.96,6.3,21,6.8,1464,0,0,0,0,1,0,0,0,0,0,0
1292,2010-08-03,86,66,76,3,71,73,0,11,0.28,29.2,29.91,2.6,21,3.3,1462,0,0,0,0,1,0,0,0,0,0,0
1294,2010-08-04,83,71,77,4,72,73,0,12,0.48,29.15,29.85,4.1,27,4.9,1460,0,0,0,0,1,0,0,0,0,0,0
1296,2010-08-05,83,68,76,3,62,67,0,11,0.0,29.13,29.84,10.6,29,10.9,1458,0,0,0,0,0,0,0,0,0,0,0
1298,2010-08-06,82,64,73,0,59,64,0,8,0.0,29.22,29.93,6.3,29,6.5,1456,0,0,0,0,0,0,0,0,0,0,0
1300,2010-08-07,83,62,73,0,64,68,0,8,0.0,29.2,29.92,7.6,23,8.0,1453,0,0,0,0,0,0,0,0,0,0,0
1302,2010-08-08,87,69,78,5,67,70,0,13,0.08,29.13,29.86,9.3,22,9.9,1451,0,0,0,0,1,0,0,0,0,0,0
1304,2010-08-09,88,72,80,7,71,74,0,15,0.15,29.2,29.9,4.1,24,7.1,1449,0,0,0,0,0,0,0,1,0,0,0
1306,2010-08-10,89,75,82,9,71,74,0,17,0.0,29.23,29.93,4.4,7,4.9,1446,0,0,0,0,0,0,0,0,0,0,0
1308,2010-08-11,90,75,83,10,70,74,0,18,0.0,29.13,29.84,4.2,28,6.0,1404,1,0,0,0,0,0,0,0,0,0,0
1310,2010-08-12,92,74,83,10,70,74,0,18,0.0,29.13,29.83,3.3,10,5.7,1402,0,0,0,0,0,0,0,0,0,0,0
1312,2010-08-13,92,73,83,10,70,74,0,18,0.25,29.07,29.78,7.2,18,7.6,1399,0,0,0,0,0,0,0,0,1,0,0
1314,2010-08-14,88,72,80,8,69,73,0,15,0.0,29.11,29.82,3.6,25,5.0,1397,0,0,0,0,0,0,0,0,0,0,0
1316,2010-08-15,83,66,75,3,62,67,0,10,0.0,29.21,29.9,8.1,29,8.8,1395,0,0,0,0,0,0,0,0,0,0,0
1318,2010-08-16,80,63,72,0,54,62,0,7,0.0,29.31,30.01,8.6,28,9.3,1352,0,0,0,0,0,0,0,0,0,0,0
1320,2010-08-17,79,64,72,0,57,63,0,7,0.03,29.36,30.07,4.5,30,6.1,1350,0,0,0,1,0,0,0,0,0,0,0
1322,2010-08-18,84,63,74,2,61,66,0,9,0.05,29.29,30.02,1.5,20,3.5,1347,0,0,0,1,0,0,0,0,0,0,0
1324,2010-08-19,88,66,77,6,65,69,0,12,0.0,29.18,29.91,4.6,21,5.0,1345,0,0,0,0,0,0,0,0,0,0,0
1326,2010-08-20,92,71,82,11,68,72,0,17,0.03,29.11,29.81,10.5,19,11.2,1342,0,0,0,1,0,0,0,0,0,0,0
1328,2010-08-21,86,71,79,8,69,72,0,14,0.45,29.13,29.83,2.6,33,6.0,1340,0,0,0,0,1,0,0,0,0,0,0
1330,2010-08-22,81,68,75,4,64,67,0,10,0.0,29.35,30.05,7.9,3,8.5,1337,0,0,0,0,0,0,0,0,0,0,0
1332,2010-08-23,80,65,73,2,63,67,0,8,0.0,29.34,30.06,6.0,4,7.3,1334,0,0,0,0,0,0,0,0,0,0,0
1334,2010-08-24,84,64,74,3,62,66,0,9,0.0,29.29,30.02,1.2,4,5.8,1331,0,0,0,0,0,0,0,0,0,0,0
1336,2010-08-25,79,61,70,0,51,59,0,5,0.0,29.38,30.08,9.8,32,10.3,1329,0,0,0,0,0,0,0,0,0,0,0
1338,2010-08-26,79,59,69,-1,52,59,0,4,0.0,29.44,30.16,0.8,6,5.2,1326,0,0,0,0,0,0,0,0,0,0,0
1340,2010-08-27,86,59,73,3,56,63,0,8,0.0,29.39,30.11,8.6,21,9.0,1323,0,0,0,0,0,0,0,0,0,0,0
1342,2010-08-28,88,65,77,7,54,63,0,12,0.0,29.36,30.08,10.5,19,10.8,1321,0,0,0,0,0,0,0,0,0,0,0
1344,2010-08-29,94,71,83,13,66,71,0,18,0.0,29.39,30.1,10.6,19,11.4,1318,0,0,0,0,0,0,0,0,0,0,0
1346,2010-08-30,88,74,81,11,67,72,0,16,0.0,29.39,30.13,14.1,19,14.5,1316,0,0,0,0,0,0,0,0,0,0,0
1348,2010-08-31,93,75,84,15,68,73,0,19,0.0,29.28,30.01,14.7,20,15.0,1313,0,0,0,0,0,0,0,0,0,0,0
1350,2010-09-01,81,71,76,8,68,70,0,11,0.17,29.21,29.91,6.2,23,7.3,1310,0,0,0,1,0,0,0,0,0,0,0
1352,2010-09-02,83,65,74,6,68,70,0,9,1.55,29.09,29.81,5.6,21,6.9,1308,0,0,0,0,1,0,0,0,0,0,0
1354,2010-09-03,70,56,63,-5,52,57,2,0,0.0,29.11,29.82,15.3,28,15.7,1305,0,0,0,0,0,0,0,0,0,0,0
1356,2010-09-04,68,51,60,-8,44,51,5,0,0.0,29.25,29.96,11.3,29,11.9,1302,0,0,0,0,0,0,0,0,0,0,0
1358,2010-09-05,76,49,63,-4,50,56,2,0,0.0,29.21,29.95,7.9,20,9.0,1300,0,0,0,1,0,0,0,0,0,0,0
1360,2010-09-06,82,66,74,7,52,61,0,9,0.0,29.12,29.83,14.2,20,14.9,1297,0,0,0,0,0,0,0,0,0,0,0
1362,2010-09-07,77,58,68,1,49,58,0,3,0.0,29.21,29.9,17.4,25,18.8,1294,0,0,0,0,0,0,0,0,0,0,0
1364,2010-09-08,71,51,61,-5,48,54,4,0,0.0,29.39,30.09,3.9,32,6.5,1291,0,0,0,0,0,0,0,0,0,0,0
1366,2010-09-09,67,50,59,-7,49,54,6,0,0.0,29.36,30.09,5.7,3,6.5,1289,0,0,0,0,0,0,0,0,0,0,0
1368,2010-09-10,72,55,64,-2,51,58,1,0,0.0,29.24,29.98,8.3,9,9.4,1286,0,0,0,0,0,0,0,0,0,0,0
1370,2010-09-11,75,58,67,2,55,59,0,2,0.24,29.15,29.87,1.9,24,9.4,1283,0,0,0,0,1,0,0,0,0,0,0
1372,2010-09-12,83,54,69,4,51,59,0,4,0.0,29.29,30.0,7.5,26,7.9,1281,0,0,0,0,0,0,0,0,0,0,0
1374,2010-09-13,82,57,70,5,50,59,0,5,0.0,29.29,30.01,4.9,31,6.1,1278,0,0,0,0,0,0,0,0,0,0,0
1376,2010-09-14,77,54,66,2,49,57,0,1,0.0,29.38,30.1,3.8,5,4.9,1275,0,0,0,0,0,0,0,0,0,0,0
1378,2010-09-15,75,59,67,3,54,60,0,2,0.0,29.25,30.01,7.6,12,9.1,1272,0,0,0,0,0,0,0,0,0,0,0
1380,2010-09-16,69,53,61,-3,56,59,4,0,0.16,29.19,29.88,6.6,33,11.4,1228,0,0,0,1,0,0,0,0,0,0,0
1382,2010-09-17,74,49,62,-2,50,56,3,0,0.0,29.36,30.07,3.8,19,4.5,1225,0,0,0,0,0,0,0,0,0,0,0
1384,2010-09-18,65,58,62,-2,55,58,3,0,0.35,29.42,30.13,3.9,3,6.5,1221,1,0,0,0,0,0,0,0,0,0,0
1386,2010-09-19,67,55,61,-2,49,55,4,0,0.0,29.46,30.18,7.1,4,7.9,1219,0,0,0,1,0,0,0,0,0,0,0
1388,2010-09-20,75,62,69,7,60,63,0,4,0.0,29.29,30.04,4.5,12,6.6,1216,0,0,0,0,0,0,0,0,0,0,0
1390,2010-09-21,88,68,78,16,64,68,0,13,0.05,29.16,29.87,10.8,22,11.6,1213,0,0,0,1,0,0,0,0,0,0,0
1392,2010-09-22,74,63,69,7,61,63,0,4,0.0,29.31,30.02,2.8,6,6.0,1210,0,0,0,0,0,0,0,0,0,0,0
1394,2010-09-23,89,65,77,16,62,68,0,12,0.0,29.15,29.88,16.6,20,17.1,1208,0,0,0,0,0,0,0,0,0,0,0
1396,2010-09-24,80,56,68,7,54,59,0,3,0.26,29.18,29.88,15.6,25,17.3,1205,0,0,0,0,1,0,0,0,0,0,0
1398,2010-09-25,60,52,56,-5,43,49,9,0,0.0,29.4,30.11,6.8,36,8.9,1202,0,0,0,0,0,0,0,0,0,0,0
1400,2010-09-26,60,50,55,-5,45,49,10,0,0.0,29.4,30.13,9.5,2,10.1,1199,0,0,0,1,0,0,0,0,0,0,0
1402,2010-09-27,65,48,57,-3,45,50,8,0,0.0,29.18,29.95,1.4,2,4.9,1197,0,0,0,0,0,0,0,0,0,0,0
1404,2010-09-28,71,46,59,0,45,52,6,0,0.0,29.07,29.8,2.5,2,3.7,1194,0,0,0,0,0,0,0,0,0,0,0
1406,2010-09-29,75,52,64,5,48,55,1,0,0.0,29.09,29.81,5.4,22,5.7,1191,0,0,0,0,0,0,0,0,0,0,0
1408,2010-09-30,74,52,63,4,49,55,2,0,0.0,29.23,29.93,8.3,36,9.3,1188,0,0,0,0,0,0,0,0,0,0,0
1410,2010-10-01,73,48,61,3,44,52,4,0,0.08,29.31,30.04,4.2,29,6.2,1186,0,0,0,0,1,0,0,0,0,0,0
1412,2010-10-02,57,45,51,-7,41,46,14,0,0.26,29.47,30.18,15.2,36,15.4,1183,0,0,0,1,0,0,0,0,0,0,0
1414,2010-10-03,56,42,49,-8,39,44,16,0,0.08,29.64,30.36,10.3,1,11.3,1180,0,0,0,1,0,0,0,0,0,0,0
1416,2010-10-04,60,38,49,-8,39,45,16,0,0.0,29.65,30.38,2.4,2,3.6,1177,0,0,0,0,0,0,0,0,0,0,0
1418,2010-10-05,68,39,54,-3,38,46,11,0,0.0,29.59,30.33,1.3,32,3.5,1174,0,0,0,0,0,0,0,0,0,0,0
1420,2010-10-06,78,46,62,6,44,53,3,0,0.0,29.33,30.07,7.0,28,7.9,1171,0,0,0,0,0,0,0,0,0,0,0
1422,2010-10-07,76,49,63,7,39,50,2,0,0.0,29.36,30.08,5.8,30,6.2,1169,0,0,0,0,0,0,0,0,0,0,0
1424,2010-10-08,79,48,64,8,40,52,1,0,0.0,29.31,30.03,7.0,24,7.3,1166,0,0,0,0,0,0,0,0,0,0,0
1426,2010-10-09,86,55,71,16,52,59,0,6,0.0,29.25,29.98,2.5,24,3.6,1163,0,0,0,0,0,0,0,0,0,0,0
1428,2010-10-10,84,57,71,16,50,59,0,6,0.0,29.16,29.89,4.0,25,4.1,1161,0,0,0,0,0,0,0,0,0,0,0
1430,2010-10-11,82,54,68,14,52,58,0,3,0.0,29.12,29.83,2.2,3,4.0,1158,0,0,0,0,0,0,0,0,0,0,0
1432,2010-10-12,76,52,64,10,54,58,1,0,0.0,29.21,29.92,3.3,6,3.9,1115,0,0,0,0,0,0,0,0,0,0,0
1434,2010-10-13,66,47,57,4,46,52,8,0,0.1,29.35,30.06,7.2,35,8.6,1112,0,0,0,1,0,0,0,0,0,0,0
1436,2010-10-14,66,43,55,2,32,45,10,0,0.0,29.21,29.96,7.2,27,9.2,1109,0,0,0,0,0,0,0,0,0,0,0
1438,2010-10-15,63,44,54,1,41,47,11,0,0.0,29.34,30.06,6.4,1,8.1,1107,0,0,0,0,0,0,0,0,0,0,0
1440,2010-10-16,71,40,56,4,39,48,9,0,0.0,29.31,30.04,8.0,23,9.1,1104,1,0,0,0,0,0,0,0,0,0,0
1442,2010-10-17,65,47,56,4,36,46,9,0,0.0,29.35,30.08,3.7,1,5.4,1101,0,0,0,0,0,0,0,0,0,0,0
1444,2010-10-18,61,43,52,1,40,47,13,0,0.0,29.29,30.02,5.0,4,6.2,1099,0,0,0,0,0,0,0,0,0,0,0
1446,2010-10-19,60,39,50,-1,35,43,15,0,0.0,29.23,29.98,6.1,27,7.2,1096,0,0,0,0,0,0,0,0,0,0,0
1448,2010-10-20,70,44,57,7,35,46,8,0,0.0,29.03,29.76,10.2,26,12.1,1093,0,0,0,0,0,0,0,0,0,0,0
1450,2010-10-21,56,38,47,-3,30,40,18,0,0.0,29.25,29.96,9.4,30,10.0,1090,0,0,0,0,0,0,0,0,0,0,0
1452,2010-10-22,64,33,49,-1,31,42,16,0,0.02,29.34,30.07,5.8,21,6.5,1048,0,0,0,0,0,0,0,0,0,0,0
1454,2010-10-23,65,54,60,11,47,53,5,0,0.1,29.2,29.94,10.0,21,11.4,1045,0,0,0,0,1,0,0,0,0,0,0
1456,2010-10-24,72,54,63,14,53,57,2,0,0.05,28.98,29.74,8.4,21,9.6,1043,0,0,0,0,1,0,0,0,0,0,0
1458,2010-10-25,72,56,64,16,56,60,1,0,0.0,28.74,29.5,11.6,19,12.4,1040,1,0,0,0,0,0,0,0,0,0,0
1460,2010-10-26,70,54,62,14,47,53,3,0,0.24,28.55,29.25,24.1,21,26.3,1037,0,0,0,0,1,0,0,0,0,0,0
1462,2010-10-27,65,43,54,6,32,44,11,0,0.0,28.92,29.59,21.8,24,23.2,1035,0,0,0,0,0,0,0,0,0,0,0
1464,2010-10-28,46,39,43,-4,31,38,22,0,0.0,29.43,30.1,13.7,28,14.1,1032,0,0,0,0,0,0,0,0,0,0,0
1466,2010-10-29,50,31,41,-6,27,36,24,0,0.0,29.48,30.24,6.2,24,8.9,1030,0,0,0,0,0,0,0,0,0,0,0
1468,2010-10-30,63,42,53,7,32,42,12,0,0.0,29.14,29.88,6.5,25,13.3,1027,0,0,0,0,0,0,0,0,0,0,0
1470,2010-10-31,52,36,44,-2,30,38,21,0,0.0,29.49,30.2,5.8,1,6.9,1024,0,0,0,0,0,0,0,0,0,0,0
1472,2011-05-01,63,47,55,2,37,47,10,0,0.0,29.26,29.95,11.4,26,11.9,1401,0,0,0,0,0,0,0,0,0,0,0
1474,2011-05-02,59,42,51,-3,31,42,14,0,0.0,29.46,30.17,5.3,36,9.9,1403,0,0,0,0,0,0,0,0,0,0,0
1476,2011-05-03,50,37,44,-10,31,38,21,0,0.0,29.5,30.23,6.7,3,7.6,1405,0,0,0,1,0,0,0,0,0,0,0
1478,2011-05-04,59,37,48,-6,29,40,17,0,0.0,29.63,30.37,4.6,3,7.6,1408,0,0,0,0,0,0,0,0,0,0,0
1480,2011-05-05,63,35,49,-6,40,46,16,0,0.06,29.33,30.12,10.9,20,11.5,1410,0,0,0,0,1,0,0,0,0,0,0
1482,2011-05-06,68,44,56,1,39,48,9,0,0.0,29.11,29.87,6.8,28,7.8,1413,0,0,0,1,0,0,0,0,0,0,0
1484,2011-05-07,60,43,52,-3,44,48,13,0,0.0,29.13,29.85,5.1,5,6.9,1415,0,0,0,0,0,0,0,0,0,0,0
1486,2011-05-08,68,39,54,-2,43,49,11,0,0.0,29.27,29.98,6.6,6,7.2,1418,0,0,0,0,0,0,0,0,0,0,0
1488,2011-05-09,73,47,60,4,45,53,5,0,0.0,29.15,29.89,14.3,11,14.7,1420,0,0,0,1,0,0,0,0,0,0,0
1490,2011-05-10,90,62,76,20,61,66,0,11,0.0,29.0,29.72,6.2,14,8.6,1422,0,0,0,0,0,0,0,0,0,0,0
1492,2011-05-11,87,63,75,18,66,68,0,10,0.13,29.1,29.8,3.5,14,6.6,1424,0,0,0,0,0,0,0,0,1,0,0
1494,2011-05-12,86,58,72,15,63,66,0,7,0.29,29.08,29.79,5.6,19,8.1,1466,0,0,0,0,0,0,0,0,1,0,0
1496,2011-05-13,77,47,62,4,54,56,3,0,0.02,29.0,29.73,10.1,3,11.0,1468,0,0,0,0,1,0,0,0,0,0,0
1498,2011-05-14,53,45,49,-9,47,48,16,0,0.31,29.01,29.73,16.7,2,16.9,1470,0,0,0,0,1,0,0,0,0,0,0
1500,2011-05-15,46,41,44,-14,36,41,21,0,0.31,29.15,29.86,21.4,2,21.4,1472,0,0,0,0,1,0,0,0,0,0,0
1502,2011-05-16,52,37,45,-14,30,40,20,0,0.0,29.28,30.01,13.5,2,13.9,1474,0,0,0,0,0,0,0,0,0,0,0
1504,2011-05-17,60,40,50,-9,33,43,15,0,0.0,29.21,29.96,12.2,3,12.7,1476,0,0,0,0,0,0,0,0,0,0,0
1506,2011-05-18,57,49,53,-7,48,49,12,0,0.07,29.16,29.89,6.2,2,7.1,1478,0,0,0,0,0,0,1,0,0,0,0
